LCID	Locale	Mon Jan	Tue Feb	Wed Mar	Thu Apr	Fri May	Sat Jun	Sun Jul	Mon Aug	Tue Sep	Wed Oct	Thu Nov	Fri Dec
0x47C	moh-CA	Awentataón'ke,Mon,Tsothohrkó:Wa,Jan,T	Ratironhia'kehronòn:ke,Tue,Enniska,Feb,E	Soséhne,Wed,Enniskó:Wa,Mar,E	Okaristiiáhne,Thu,Onerahtókha,Apr,O	Ronwaia'tanentaktonhne,Fri,Onerahtohkó:Wa,May,O	Entákta,Sat,Ohiari:Ha,Jun,O	Awentatokentì:ke,Sun,Ohiarihkó:Wa,Jul,O	Awentataón'ke,Mon,Seskéha,Aug,S	Ratironhia'kehronòn:ke,Tue,Seskehkó:Wa,Sep,S	Soséhne,Wed,Kenténha,Oct,K	Okaristiiáhne,Thu,Kentenhkó:Wa,Nov,K	Ronwaia'tanentaktonhne,Fri,Tsothóhrha,Dec,T
0x47E	br-FR	lun,lun,Genver,Gen.,G	meurzh,meu.,C'hwevrer,C'hwe.,C	merc'her,mer.,Meurzh,Meur.,M	yaou,yaou,Ebrel,Ebr.,E	gwener,gwe.,Mae,Mae,M	sadorn,sad.,Mezheven,Mezh.,M	sul,sul,Gouere,Goue.,G	lun,lun,Eost,Eost,E	meurzh,meu.,Gwengolo,Gwen.,G	merc'her,mer.,Here,Here,H	yaou,yaou,Du,Du,D	gwener,gwe.,Kerzu,Kzu,K
0x480	ug-CN	دۈشەنبە,دۈشەنبە,يانۋار,يانۋار,ي	سەيشەنبە,سەيشەنبە,فېۋرال,فېۋرال,ف	چارشەنبە,چارشەنبە,مارت,مارت,م	پەيشەنبە,پەيشەنبە,ئاپرېل,ئاپرېل,ئ	جۈمە,جۈمە,ماي,ماي,م	شەنبە,شەنبە,ئىيۇن,ئىيۇن,ئ	يەكشەنبە,يەكشەنبە,ئىيۇل,ئىيۇل,ئ	دۈشەنبە,دۈشەنبە,ئاۋغۇست,ئاۋغۇست,ئ	سەيشەنبە,سەيشەنبە,سىنتەبىر,سىنتەبىر,س	چارشەنبە,چارشەنبە,ئۆكتەبىر,ئۆكتەبىر,ئ	پەيشەنبە,پەيشەنبە,نويابىر,نويابىر,ن	جۈمە,جۈمە,دېكابىر,دېكابىر,د
0x481	mi-NZ	Rāhina,Hi,Kohi-tātea,Kohi,K	Rātū,Tū,Hui-tanguru,Hui,H	Rāapa,Apa,Poutū-te-rangi,Pou,P	Rāpare,Pa,Paenga-whāwhā,Pae,P	Rāmere,Me,Haratua,Hara,H	Rāhoroi,Ho,Pipiri,Pipi,P	Rātapu,Ta,Hōngongoi,Hōngo,H	Rāhina,Hi,Here-turi-kōkā,Here,H	Rātū,Tū,Mahuru,Mahu,M	Rāapa,Apa,Whiringa-ā-nuku,Nuku,W	Rāpare,Pa,Whiringa-ā-rangi,Rangi,W	Rāmere,Me,Hakihea,Haki,H
0x482	oc-FR	diluns,lun.,genier,gen.,g	dimars,mar.,febrier,feb.,f	dimècres,mèc.,març,mar.,m	dijòus,jòu.,abril,abr.,a	divendres,ven.,mai,mai.,m	dissabte,sab.,junh,jun.,j	dimenge,dim.,julh,jul.,j	diluns,lun.,agost,ag.,a	dimars,mar.,setembre,set.,s	dimècres,mèc.,octobre,oct.,o	dijòus,jòu.,novembre,nov.,n	divendres,ven.,desembre,des.,d
0x483	co-FR	luni,lun.,ghjennaghju,ghje,g	marti,mar.,ferraghju,ferr,f	mercuri,mer.,marzu,marz,m	ghjovi,ghj.,aprile,apri,a	venderi,ven.,maghju,magh,m	sabbatu,sab.,ghjunghju,ghju,g	dumenica,dum.,lugliu,lugl,l	luni,lun.,aostu,aost,a	marti,mar.,settembre,sett,s	mercuri,mer.,ottobre,otto,o	ghjovi,ghj.,nuvembre,nuve,n	venderi,ven.,dicembre,dice,d
0x484	gsw-FR	Mondàà,Mo.,Jänner,Jän.,J	Dienschdàà,Di.,Feverje,Fev.,F	Mittwuch,Mi.,März,März,M	Dunnerschdàà,Du.,Àpril,Apr.,À	Fridàà,Fr.,Mai,Mai,M	Sàmschdàà,Sà.,Jüni,Jüni,J	Sundàà,Su.,Jüli,Jüli,J	Mondàà,Mo.,Augscht,Aug.,A	Dienschdàà,Di.,September,Sept.,S	Mittwuch,Mi.,Oktower,Okt.,O	Dunnerschdàà,Du.,Nowember,Now.,N	Fridàà,Fr.,Dezember,Dez.,D
0x485	sah-RU	бэнидиэнньик,Бн,Тохсунньу,тхс,Т	оптуорунньук,Оп,Олунньу,олн,О	сэрэдэ,Ср,Кулун тутар,кул,К	чэппиэр,Чп,Муус устар,мст,М	бээтинсэ,Бт,Ыам ыйа,ыам,Ы	субуота,Сб,Бэс ыйа,бэс,Б	баскыһыанньа,Бс,От ыйа,отй,О	бэнидиэнньик,Бн,Атырдьах ыйа,атр,А	оптуорунньук,Оп,Балаҕан ыйа,блҕ,Б	сэрэдэ,Ср,Алтынньы,алт,А	чэппиэр,Чп,Сэтинньи,стн,С	бээтинсэ,Бт,Ахсынньы,ахс,А
0x486	qut-GT	kaq'ij,kaq,nab'e ik',nab'e,n	oxq'ij,oxq,ukab' ik',ukab,u	kajq'ij,kajq,rox ik',rox,r	joq'ij,joq,ukaj ik',ukaj,u	waqq'ij,waqq,uro' ik',uro,u	wuqq'ij,wuqq,uwaq ik',uwaq,u	juq'ij,juq,uwuq ik',uwuq,u	kaq'ij,kaq,uwajxaq ik',uwajxaq,u	oxq'ij,oxq,ub'elej ik',ub'elej,u	kajq'ij,kajq,ulaj ik',ulaj,u	joq'ij,joq,ujulaj ik',ujulaj,u	waqq'ij,waqq,ukab'laj ik',ukab'laj,u
0x487	rw-RW	Ku wa kabiri,kab.,Mutarama,Mut,M	Ku wa gatatu,gat.,Gashyantare,Gas,G	Ku wa kane,kan.,Werurwe,Wer,W	Ku wa gatanu,gat.,Mata,Mat,M	Ku wa gatandatu,gat.,Gicurasi,Gic,G	Ku cyumweru,cyu.,Kamena,Kam,K	Ku wa mbere,mbe.,Nyakanga,Nya,N	Ku wa kabiri,kab.,Kanama,Kan,K	Ku wa gatatu,gat.,Nzeli,Nze,N	Ku wa kane,kan.,Ukwakira,Ukwa,U	Ku wa gatanu,gat.,Ugushyingo,Ugu,U	Ku wa gatandatu,gat.,Ukuboza,Uku,U
0x488	wo-SN	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x48C	prs-AF	یکشنبه,یکشنبه,سلواغه,جنوری,س	دوشنبه,دوشنبه,كب,فبروری,ك	سه شنبه,سه شنبه,ورى,مارچ,و	چهارشنبه,چهارشنبه,غويى,آپریل,غ	پنجشنبه,پنجشنبه,غبرګولى,مئی,غ	جمعه,جمعه,چنګاښ,جون,چ	شنبه,شنبه,زمرى,جولای,ز	یکشنبه,یکشنبه,وږى,آگست,و	دوشنبه,دوشنبه,تله,سپتامبر,ت	سه شنبه,سه شنبه,لړم,آکتوبر,ل	چهارشنبه,چهارشنبه,ليندۍ,نومبر,ل	پنجشنبه,پنجشنبه,مرغومى,دسامبر,م
0x491	gd-GB	Diluain,Lua,Am Faoilleach,Fao,A	Dimàirt,Mài,An Gearran,Gea,A	Diciadain,Cia,Am Màrt,Màr,A	Diardaoin,Ard,An Giblean,Gib,A	Dihaoine,Hao,An Cèitean,Cèi,A	Disathairne,Sat,An t-Ògmhios,Ògm,A	Didòmhnaich,Dòm,An t-Iuchar,Iuc,A	Diluain,Lua,An Lùnastal,Lùn,A	Dimàirt,Mài,An t-Sultain,Sul,A	Diciadain,Cia,An Dàmhair,Dàm,A	Diardaoin,Ard,An t-Samhain,Sam,A	Dihaoine,Hao,An Dùbhlachd,Dùb,A
0x492	ku-Arab_IQ	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x501	qps-ploc	[Μőηđăу !!],Мóń,[Ĵāňùāѓу !!!],Ĵāπ,[	[Ŧųĕşδάў !!!],Ťüз,[₣ĕьяμªґý !!!],₣эБ,[	[Шěđлеśđαỳ !!!],Ẅëď,[Μäŕςћ !!],Μаѓ,[	[Ŧнũя§ðāÿ !!!],Тђū,[Арřιℓ !!],∆ρя,[	[₣гïδáу !!],₣řĩ,[Μàỳ !],Μäў,[	[Śáтџŕďаγ !!!],Śáť,[Јùňē !!],Јůń,[	[Ŝűñðāý !!],Šûп,[Јúłў !!],Ĵùŀ,[	[Μőηđăу !!],Мóń,[Άųġµŝŧ !!],Âũğ,[	[Ŧųĕşδάў !!!],Ťüз,[Şěρťзmвэѓ !!!],Ѕěþ,[	[Шěđлеśđαỳ !!!],Ẅëď,[Øçťŏвëŕ !!!],Ώćτ,[	[Ŧнũя§ðāÿ !!!],Тђū,[Ńőνëmьёŗ !!!],Ŋоν,[	[₣гïδáу !!],₣řĩ,[Ðэςęмъěř !!!],Ďзς,[
0x5FE	qps-ploca	月曜日,月,1月,1,1	火曜日,火,2月,2,2	水曜日,水,3月,3,3	木曜日,木,4月,4,4	金曜日,金,5月,5,5	土曜日,土,6月,6,6	日曜日,日,7月,7,7	月曜日,月,8月,8,8	火曜日,火,9月,9,9	水曜日,水,10月,10,1	木曜日,木,11月,11,1	金曜日,金,12月,12,1
0x801	ar-IQ	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x803	ca-ES_valencia	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x18000804	zh-CN	星期一,周一,一月,一月,一	星期二,周二,二月,二月,二	星期三,周三,三月,三月,三	星期四,周四,四月,四月,四	星期五,周五,五月,五月,五	星期六,周六,六月,六月,六	星期日,周日,七月,七月,七	星期一,周一,八月,八月,八	星期二,周二,九月,九月,九	星期三,周三,十月,十月,十	星期四,周四,十一月,十一月,十	星期五,周五,十二月,十二月,十
0x807	de-CH	Montag,Mo,Januar,Jan,J	Dienstag,Di,Februar,Feb,F	Mittwoch,Mi,März,Mrz,M	Donnerstag,Do,April,Apr,A	Freitag,Fr,Mai,Mai,M	Samstag,Sa,Juni,Jun,J	Sonntag,So,Juli,Jul,J	Montag,Mo,August,Aug,A	Dienstag,Di,September,Sep,S	Mittwoch,Mi,Oktober,Okt,O	Donnerstag,Do,November,Nov,N	Freitag,Fr,Dezember,Dez,D
0x809	en-GB	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x80A	es-MX	lunes,lun,enero,ene,e	martes,mar,febrero,feb,f	miércoles,mié,marzo,mar,m	jueves,jue,abril,abr,a	viernes,vie,mayo,may,m	sábado,sáb,junio,jun,j	domingo,dom,julio,jul,j	lunes,lun,agosto,ago,a	martes,mar,septiembre,sep,s	miércoles,mié,octubre,oct,o	jueves,jue,noviembre,nov,n	viernes,vie,diciembre,dic,d
0x80C	fr-BE	lundi,lun.,janvier,janv.,j	mardi,mar.,février,févr.,f	mercredi,mer.,mars,mars,m	jeudi,jeu.,avril,avr.,a	vendredi,ven.,mai,mai,m	samedi,sam.,juin,juin,j	dimanche,dim.,juillet,juil.,j	lundi,lun.,août,août,a	mardi,mar.,septembre,sept.,s	mercredi,mer.,octobre,oct.,o	jeudi,jeu.,novembre,nov.,n	vendredi,ven.,décembre,déc.,d
0x810	it-CH	lunedì,lun,gennaio,gen,g	martedì,mar,febbraio,feb,f	mercoledì,mer,marzo,mar,m	giovedì,gio,aprile,apr,a	venerdì,ven,maggio,mag,m	sabato,sab,giugno,giu,g	domenica,dom,luglio,lug,l	lunedì,lun,agosto,ago,a	martedì,mar,settembre,set,s	mercoledì,mer,ottobre,ott,o	giovedì,gio,novembre,nov,n	venerdì,ven,dicembre,dic,d
0x813	nl-BE	maandag,ma,januari,jan,j	dinsdag,di,februari,feb,f	woensdag,wo,maart,mrt,m	donderdag,do,april,apr,a	vrijdag,vr,mei,mei,m	zaterdag,za,juni,jun,j	zondag,zo,juli,jul,j	maandag,ma,augustus,aug,a	dinsdag,di,september,sep,s	woensdag,wo,oktober,okt,o	donderdag,do,november,nov,n	vrijdag,vr,december,dec,d
0x814	nn-NO	måndag,må,januar,jan,j	tysdag,ty,februar,feb,f	onsdag,on,mars,mar,m	torsdag,to,april,apr,a	fredag,fr,mai,mai,m	laurdag,la,juni,jun,j	søndag,sø,juli,jul,j	måndag,må,august,aug,a	tysdag,ty,september,sep,s	onsdag,on,oktober,okt,o	torsdag,to,november,nov,n	fredag,fr,desember,des,d
0x816	pt-PT	segunda-feira,seg,janeiro,jan,j	terça-feira,ter,fevereiro,fev,f	quarta-feira,qua,março,mar,m	quinta-feira,qui,abril,abr,a	sexta-feira,sex,maio,mai,m	sábado,sáb,junho,jun,j	domingo,dom,julho,jul,j	segunda-feira,seg,agosto,ago,a	terça-feira,ter,setembro,set,s	quarta-feira,qua,outubro,out,o	quinta-feira,qui,novembro,nov,n	sexta-feira,sex,dezembro,dez,d
0x818	ro-MD	luni,L,ianuarie,ian.,i	marţi,Ma,februarie,feb.,f	miercuri,Mi,martie,mar.,m	joi,J,aprilie,apr.,a	vineri,V,mai,mai.,m	sâmbătă,S,iunie,iun.,i	duminică,D,iulie,iul.,i	luni,L,august,aug.,a	marţi,Ma,septembrie,sep.,s	miercuri,Mi,octombrie,oct.,o	joi,J,noiembrie,nov.,n	vineri,V,decembrie,dec.,d
0x819	ru-MD	понедельник,Пн,Январь,янв,Я	вторник,Вт,Февраль,фев,Ф	среда,Ср,Март,мар,М	четверг,Чт,Апрель,апр,А	пятница,Пт,Май,май,М	суббота,Сб,Июнь,июн,И	воскресенье,Вс,Июль,июл,И	понедельник,Пн,Август,авг,А	вторник,Вт,Сентябрь,сен,С	среда,Ср,Октябрь,окт,О	четверг,Чт,Ноябрь,ноя,Н	пятница,Пт,Декабрь,дек,Д
0x81A	sr-Latn_CS	ponedeljak,pon,januar,jan,j	utorak,uto,februar,feb,f	sreda,sre,mart,mar,m	četvrtak,čet,april,apr,a	petak,pet,maj,maj,m	subota,sub,jun,jun,j	nedelja,ned,jul,jul,j	ponedeljak,pon,avgust,avg,a	utorak,uto,septembar,sep,s	sreda,sre,oktobar,okt,o	četvrtak,čet,novembar,nov,n	petak,pet,decembar,dec,d
0x81D	sv-FI	måndag,må,januari,jan,j	tisdag,ti,februari,feb,f	onsdag,on,mars,mar,m	torsdag,to,april,apr,a	fredag,fr,maj,maj,m	lördag,lö,juni,jun,j	söndag,sö,juli,jul,j	måndag,må,augusti,aug,a	tisdag,ti,september,sep,s	onsdag,on,oktober,okt,o	torsdag,to,november,nov,n	fredag,fr,december,dec,d
0x820	ur-IN	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x82C	az-Cyrl_AZ	Базар ертәси,Бе,Јанвар,Јан,Ј	Чәршәнбә ахшамы,Ча,Феврал,Фев,Ф	Чәршәнбә,Ч,Март,Мар,М	Ҹүмә ахшамы,Ҹа,Апрел,Апр,А	Ҹүмә,Ҹ,Мај,Мај,М	Шәнбә,Ш,Ијун,Ијун,И	Базар,Б,Ијул,Ијул,И	Базар ертәси,Бе,Август,Авг,А	Чәршәнбә ахшамы,Ча,Сентјабр,Сен,С	Чәршәнбә,Ч,Октјабр,Окт,О	Ҹүмә ахшамы,Ҹа,Нојабр,Ноя,Н	Ҹүмә,Ҹ,Декабр,Дек,Д
0x82E	dsb-DE	ponjeźele,pon,januar,jan,j	wałtora,wał,februar,feb,f	srjoda,srj,měrc,měr,m	stwortk,stw,apryl,apr,a	pětk,pět,maj,maj,m	sobota,sob,junij,jun,j	njeźela,nje,julij,jul,j	ponjeźele,pon,awgust,awg,a	wałtora,wał,september,sep,s	srjoda,srj,oktober,okt,o	stwortk,stw,nowember,now,n	pětk,pět,december,dec,d
0x832	tn-BW	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x83B	se-SE	mánnodat,mán,ođđajagemánnu,ođđj,o	disdat,dis,guovvamánnu,guov,g	gaskavahkku,gask,njukčamánnu,njuk,n	duorastat,duor,cuoŋománnu,cuo,c	bearjadat,bear,miessemánnu,mies,m	lávvardat,láv,geassemánnu,geas,g	sotnabeaivi,sotn,suoidnemánnu,suoi,s	mánnodat,mán,borgemánnu,borg,b	disdat,dis,čakčamánnu,čakč,č	gaskavahkku,gask,golggotmánnu,golg,g	duorastat,duor,skábmamánnu,skáb,s	bearjadat,bear,juovlamánnu,juov,j
0x83C	ga-IE	Dé Luain,Luan,Eanáir,Ean,E	Dé Máirt,Máir,Feabhra,Feabh,F	Dé Céadaoin,Céad,Márta,Már,M	Déardaoin,Déar,Aibreán,Aib,A	Dé hAoine,Aoi,Bealtaine,Bealt,B	Dé Sathairn,Sath,Meitheamh,Meith,M	Dé Domhnaigh,Domh,Iúil,Iúil,I	Dé Luain,Luan,Lúnasa,Lún,L	Dé Máirt,Máir,Meán Fómhair,M.Fómh,M	Dé Céadaoin,Céad,Deireadh Fómhair,D.Fómh,D	Déardaoin,Déar,Samhain,Samh,S	Dé hAoine,Aoi,Nollaig,Noll,N
0x83E	ms-BN	Isnin,Isnin,Januari,Jan,J	Selasa,Sel,Februari,Feb,F	Rabu,Rabu,Mac,Mac,M	Khamis,Khamis,April,Apr,A	Jumaat,Jumaat,Mei,Mei,M	Sabtu,Sabtu,Jun,Jun,J	Ahad,Ahad,Julai,Jul,J	Isnin,Isnin,Ogos,Ogos,O	Selasa,Sel,September,Sept,S	Rabu,Rabu,Oktober,Okt,O	Khamis,Khamis,November,Nov,N	Jumaat,Jumaat,Disember,Dis,D
0x843	uz-Cyrl_UZ	душанба,дш,Январ,Янв,Я	сешанба,сш,Феврал,Фев,Ф	чоршанба,чш,Март,Мар,М	пайшанба,пш,Апрел,Апр,А	жума,ж,Май,Май,М	шанба,ш,Июн,Июн,И	якшанба,якш,Июл,Июл,И	душанба,дш,Август,Авг,А	сешанба,сш,Сентябр,Сен,С	чоршанба,чш,Октябр,Окт,О	пайшанба,пш,Ноябр,Ноя,Н	жума,ж,Декабр,Дек,Д
0x5000845	bn-BD	সোমবার,সোম.,জানুয়ারী,জানু.,জ	মঙ্গলবার,মঙ্গল.,ফেব্রুয়ারী,ফেব্রু.,ফ	বুধবার,বুধ.,মার্চ,মার্চ,ম	বৃহস্পতিবার,বৃহস্পতি.,এপ্রিল,এপ্রিল,এ	শুক্রবার,শুক্র.,মে,মে,ম	শনিবার,শনি.,জুন,জুন,জ	রবিবার,রবি.,জুলাই,জুলাই,জ	সোমবার,সোম.,আগস্ট,আগ.,আ	মঙ্গলবার,মঙ্গল.,সেপ্টেম্বর,সেপ্টে.,স	বুধবার,বুধ.,অক্টোবর,অক্টো.,অ	বৃহস্পতিবার,বৃহস্পতি.,নভেম্বর,নভে.,ন	শুক্রবার,শুক্র.,ডিসেম্বর,ডিসে.,ড
0x846	pa-Arab_PK	پیر,پیر,جنوری,جنوری,ج	منگل,منگل,فروری,فروری,ف	بدھ,بدھ,مارچ,مارچ,م	جمعرات,جمعرات,اپریل,اپریل,ا	جمعه,جمعه,مئ,مئ,م	هفته,هفته,جون,جون,ج	اتوار,اتوار,جولائ,جولائ,ج	پیر,پیر,اگست,اگست,ا	منگل,منگل,ستمبر,ستمبر,س	بدھ,بدھ,اکتوبر,اکتوبر,ا	جمعرات,جمعرات,نومبر,نومبر,ن	جمعه,جمعه,دسمبر,دسمبر,د
0x9000849	ta-LK	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x13000850	mn-Mong_CN	ᠭᠠᠷᠠᠭ ᠤᠨ ᠨᠢᠭᠡᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠨᠢᠭᠡᠨ,ᠨᠢᠭᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠨᠢᠭᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠨ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠬᠣᠶᠠᠷ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠬᠣᠶᠠᠷ,ᠬᠤᠶ᠋ᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠬᠤᠶ᠋ᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠬ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠭᠤᠷᠪᠠᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠭᠤᠷᠪᠠᠨ,ᠭᠤᠷᠪᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠭᠤᠷᠪᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠭ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠳᠥᠷᠪᠡᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠳᠥᠷᠪᠡᠨ,ᠲᠦᠷᠪᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠲᠦᠷᠪᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠲ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠲᠠᠪᠤᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠲᠠᠪᠤᠨ,ᠲᠠᠪᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠲᠠᠪᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠲ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠵᠢᠷᠭᠤᠭᠠᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠵᠢᠷᠭᠤᠭᠠᠨ,ᠵᠢᠷᠭᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠵᠢᠷᠭᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠵ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠡᠳᠦᠷ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠡᠳᠦᠷ,ᠲᠤᠯᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠲᠤᠯᠤᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠲ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠨᠢᠭᠡᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠨᠢᠭᠡᠨ,ᠨᠠᠢᠮᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠨᠠᠢᠮᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠨ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠬᠣᠶᠠᠷ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠬᠣᠶᠠᠷ,ᠶᠢᠰᠦᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠶᠢᠰᠦᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠶ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠭᠤᠷᠪᠠᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠭᠤᠷᠪᠠᠨ,ᠠᠷᠪᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠠᠷᠪᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠠ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠳᠥᠷᠪᠡᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠳᠥᠷᠪᠡᠨ,ᠠᠷᠪᠠᠨ ᠨᠢᠭᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠠᠷᠪᠠᠨ ᠨᠢᠭᠡᠳᠦᠭᠡᠷ ᠰᠠᠷ᠎ᠠ,ᠠ	ᠭᠠᠷᠠᠭ ᠤᠨ ᠲᠠᠪᠤᠨ,ᠭᠠᠷᠠᠭ ᠤᠨ ᠲᠠᠪᠤᠨ,ᠠᠷᠪᠠᠨ ᠬᠤᠶ᠋ᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠠᠷᠪᠠᠨ ᠬᠤᠶ᠋ᠠᠳᠤᠭᠠᠷ ᠰᠠᠷ᠎ᠠ,ᠠ
0x859	sd-Arab_PK	سومر,سومر,جنوري,جنوري,ج	اڱارو,اڱارو,فبروري,فبروري,ف	اربع,اربع,مارچ,مارچ,م	خميس,خميس,اپريل,اپريل,ا	جمع,جمع,مئي,مئي,م	ڇنڇر,ڇنڇر,جون,جون,ج	آچر,آچر,ئولائي,ئولائي,ئ	سومر,سومر,آگسٽ,آگسٽ,آ	اڱارو,اڱارو,سيپٽمبر,سيپٽمبر,س	اربع,اربع,آكٽوبر,آكٽوبر,آ	خميس,خميس,نوومبر,نوومبر,ن	جمع,جمع,ڊسمبر,ڊسمبر,ڊ
